country,continent,year,gdp,gdp_usa_price_2015,gdp_per_capita,gdp_growth_rate
Tajikistan,Asia,2019,8301.0,10946.0,889.0,0.07400000000000001
Tajikistan,Asia,2020,8134.0,11427.0,852.0,0.044000000000000004
Tajikistan,Asia,2021,8746.0,12478.0,897.0,0.092
Thailand,Asia,1995,169279.0,213636.0,2849.0,0.081
Thailand,Asia,2005,189318.0,288645.0,2876.0,0.042
Thailand,Asia,2010,341105.0,346968.0,4996.0,0.075
Thailand,Asia,2015,401296.0,401296.0,5709.0,0.031
Thailand,Asia,2019,544081.0,460380.0,7630.0,0.022000000000000002
Thailand,Asia,2020,500225.0,431857.0,6999.0,-0.062
Thailand,Asia,2021,505982.0,438621.0,7067.0,0.016
Timor-Leste,Asia,1995,416.0,1118.0,508.0,0.067
Timor-Leste,Asia,2005,462.0,914.0,477.0,0.03
Timor-Leste,Asia,2010,882.0,1296.0,810.0,0.096
Timor-Leste,Asia,2015,1594.0,1594.0,1322.0,0.027999999999999997
Timor-Leste,Asia,2019,2048.0,1897.0,1599.0,0.195
Timor-Leste,Asia,2020,1902.0,2093.0,1463.0,0.10400000000000001
Timor-Leste,Asia,2021,2004.0,2126.0,1517.0,0.015
Togo,Africa,1995,1663.0,2227.0,389.0,0.068
Togo,Africa,2005,2559.0,2924.0,448.0,0.07
Togo,Africa,2010,4742.0,4336.0,722.0,0.059000000000000004
Togo,Africa,2015,5751.0,5751.0,770.0,0.055
Togo,Africa,2019,6993.0,6954.0,848.0,0.049
Togo,Africa,2020,7336.0,7076.0,869.0,0.018000000000000002
Togo,Africa,2021,8160.0,7449.0,944.0,0.053
Tonga,Oceania,1995,209.0,338.0,2089.0,0.028999999999999998
Tonga,Oceania,2005,261.0,379.0,2472.0,-0.004
Tonga,Oceania,2010,371.0,362.0,3457.0,0.008
Tonga,Oceania,2015,403.0,403.0,3800.0,0.012
Tonga,Oceania,2019,508.0,448.0,4840.0,0.006999999999999999
Tonga,Oceania,2020,487.0,450.0,4626.0,0.005
Tonga,Oceania,2021,472.0,438.0,4451.0,-0.027000000000000003
Trinidad and Tobago,North America,1995,5625.0,9709.0,4301.0,0.04
Trinidad and Tobago,North America,2005,16870.0,20614.0,12322.0,0.062
Trinidad and Tobago,North America,2010,23352.0,24968.0,16558.0,0.033
Trinidad and Tobago,North America,2015,26852.0,26852.0,18390.0,-0.008
Trinidad and Tobago,North America,2019,23850.0,23675.0,15691.0,0.001
Trinidad and Tobago,North America,2020,21059.0,21858.0,13872.0,-0.077
Trinidad and Tobago,North America,2021,24460.0,21633.0,16033.0,-0.01
Tunisia,Africa,1995,19795.0,19938.0,2130.0,0.023
Tunisia,Africa,2005,32272.0,31649.0,3107.0,0.035
Tunisia,Africa,2010,44051.0,39518.0,4043.0,0.035
Tunisia,Africa,2015,45779.0,45779.0,3961.0,0.024
Tunisia,Africa,2019,41906.0,51719.0,3478.0,0.015
Tunisia,Africa,2020,42538.0,47259.0,3498.0,-0.086
Tunisia,Africa,2021,46687.0,49303.0,3807.0,0.043
Turkmenistan,Asia,1995,2190.0,10152.0,518.0,-0.07200000000000001
Turkmenistan,Asia,2005,14174.0,16194.0,2901.0,0.13
Turkmenistan,Asia,2010,22583.0,28241.0,4287.0,0.162
Turkmenistan,Asia,2015,36052.0,36052.0,6252.0,0.03
Turkmenistan,Asia,2019,45939.0,36431.0,7460.0,-0.034
Turkmenistan,Asia,2020,46135.0,35355.0,7381.0,-0.03
Turkmenistan,Asia,2021,53954.0,36989.0,8508.0,0.046
Turks and Caicos Islands,North America,1995,191.0,308.0,12615.0,0.073
Turks and Caicos Islands,North America,2005,579.0,690.0,24115.0,0.14400000000000002
Turks and Caicos Islands,North America,2010,687.0,756.0,23104.0,0.01
Turks and Caicos Islands,North America,2015,942.0,942.0,25783.0,0.113
Turks and Caicos Islands,North America,2019,1197.0,1096.0,27795.0,0.053
Turks and Caicos Islands,North America,2020,925.0,802.0,20882.0,-0.268
Turks and Caicos Islands,North America,2021,943.0,819.0,20909.0,0.021
Tuvalu,Oceania,1995,12.0,20.0,1227.0,-0.05
Tuvalu,Oceania,2005,22.0,27.0,2187.0,-0.040999999999999995
Tuvalu,Oceania,2010,31.0,29.0,2976.0,-0.033
Tuvalu,Oceania,2015,36.0,36.0,3328.0,0.10400000000000001
Tuvalu,Oceania,2019,54.0,46.0,4943.0,0.13699999999999998
Tuvalu,Oceania,2020,52.0,44.0,4675.0,-0.042
Tuvalu,Oceania,2021,60.0,45.0,5370.0,0.017
Türkiye,Asia,1995,233253.0,337255.0,3933.0,0.07200000000000001
Türkiye,Asia,2005,506315.0,525475.0,7369.0,0.09
Türkiye,Asia,2010,776967.0,614169.0,10615.0,0.084
Türkiye,Asia,2015,864314.0,864314.0,10852.0,0.061
Türkiye,Asia,2019,759935.0,996386.0,9103.0,0.008
Türkiye,Asia,2020,720289.0,1015716.0,8561.0,0.019
Türkiye,Asia,2021,819034.0,1131036.0,9661.0,0.114
Uganda,Africa,1995,7148.0,7334.0,346.0,0.094
Uganda,Africa,2005,11158.0,14424.0,399.0,0.1
Uganda,Africa,2010,30701.0,23621.0,949.0,0.19899999999999998
Uganda,Africa,2015,29297.0,29297.0,782.0,0.061
Uganda,Africa,2019,37775.0,36058.0,880.0,0.078
Uganda,Africa,2020,38061.0,35549.0,857.0,-0.013999999999999999
Uganda,Africa,2021,42661.0,37934.0,930.0,0.067
Ukraine,Europe,1995,50376.0,76792.0,987.0,-0.122
Ukraine,Europe,2005,89239.0,100863.0,1902.0,0.031
Ukraine,Europe,2010,136012.0,102154.0,2977.0,0.003
Ukraine,Europe,2015,91031.0,91031.0,2024.0,-0.098
Ukraine,Europe,2019,153883.0,101944.0,3481.0,0.032
Ukraine,Europe,2020,156618.0,98118.0,3567.0,-0.038
Ukraine,Europe,2021,200086.0,101408.0,4596.0,0.034
United Arab Emirates,Asia,1995,66603.0,138960.0,27364.0,0.08199999999999999
United Arab Emirates,Asia,2005,182978.0,246972.0,42742.0,0.049
United Arab Emirates,Asia,2010,289787.0,278173.0,34166.0,0.016
United Arab Emirates,Asia,2015,358135.0,358135.0,40164.0,0.051
United Arab Emirates,Asia,2019,417216.0,395104.0,45292.0,0.034
United Arab Emirates,Asia,2020,357219.0,375979.0,38463.0,-0.048
United Arab Emirates,Asia,2021,405468.0,390147.0,43295.0,0.038
United Kingdom,Europe,1995,1346252.0,1958703.0,23239.0,0.027000000000000003
United Kingdom,Europe,2005,2544813.0,2599922.0,42144.0,0.027000000000000003
United Kingdom,Europe,2010,2491397.0,2660406.0,39697.0,0.024
United Kingdom,Europe,2015,2934858.0,2934858.0,44996.0,0.024
United Kingdom,Europe,2019,2857058.0,3174164.0,42784.0,0.016
United Kingdom,Europe,2020,2704609.0,2824026.0,40331.0,-0.11
United Kingdom,Europe,2021,3131378.0,3036532.0,46542.0,0.075
Tanzania,Africa,1995,7198.0,14882.0,242.0,0.036000000000000004
Tanzania,Africa,2005,17174.0,25697.0,448.0,0.07400000000000001
Tanzania,Africa,2010,31553.0,34515.0,719.0,0.064
Tanzania,Africa,2015,47379.0,47379.0,927.0,0.062
Tanzania,Africa,2019,61027.0,61865.0,1048.0,0.07
Tanzania,Africa,2020,65892.0,64844.0,1098.0,0.048
Tanzania,Africa,2021,70297.0,68052.0,1136.0,0.049
United States of America,North America,1995,7639749.0,11135929.0,28758.0,0.027000000000000003
United States of America,North America,2005,13039197.0,15600244.0,43926.0,0.035
United States of America,North America,2010,15048970.0,16383040.0,48361.0,0.027000000000000003
United States of America,North America,2015,18206023.0,18206023.0,56086.0,0.027000000000000003
United States of America,North America,2019,21380976.0,19928973.0,63954.0,0.023
United States of America,North America,2020,21060474.0,19377383.0,62691.0,-0.027999999999999997
United States of America,North America,2021,23315081.0,20529463.0,69185.0,0.059000000000000004
Uruguay,South America,1995,21312.0,30066.0,6643.0,-0.015
Uruguay,South America,2005,17363.0,33781.0,5233.0,0.075
Uruguay,South America,2010,40285.0,45125.0,12016.0,0.078
Uruguay,South America,2015,57081.0,57081.0,16775.0,0.018000000000000002
Uruguay,South America,2019,61231.0,60306.0,17860.0,0.004
Uruguay,South America,2020,53561.0,56615.0,15620.0,-0.061
Uruguay,South America,2021,59318.0,59087.0,17313.0,0.044000000000000004
Uzbekistan,Asia,1995,16177.0,24003.0,703.0,-0.009000000000000001
Uzbekistan,Asia,2005,17085.0,37973.0,643.0,0.07
Uzbekistan,Asia,2010,50010.0,60877.0,1748.0,0.099
Uzbekistan,Asia,2015,86196.0,86196.0,2785.0,0.07200000000000001
Uzbekistan,Asia,2019,59908.0,106161.0,1817.0,0.057
Uzbekistan,Asia,2020,59894.0,108164.0,1786.0,0.019
Uzbekistan,Asia,2021,69239.0,116190.0,2032.0,0.07400000000000001
Vanuatu,Oceania,1995,273.0,450.0,1598.0,0.047
Vanuatu,Oceania,2005,395.0,554.0,1815.0,0.053
Vanuatu,Oceania,2010,701.0,706.0,2855.0,0.016
Vanuatu,Oceania,2015,760.0,760.0,2748.0,0.002
Vanuatu,Oceania,2019,940.0,872.0,3089.0,0.032
Vanuatu,Oceania,2020,909.0,828.0,2918.0,-0.05
Vanuatu,Oceania,2021,981.0,829.0,3073.0,0.001
Venezuela,South America,1995,74892.0,242554.0,3388.0,0.04
Venezuela,South America,2005,145514.0,285620.0,5456.0,0.10300000000000001
Venezuela,South America,2010,393806.0,342616.0,13714.0,-0.015
Venezuela,South America,2015,344341.0,344341.0,11279.0,-0.062
Venezuela,South America,2019,150165.0,139968.0,5183.0,-0.27699999999999997
Venezuela,South America,2020,106499.0,97988.0,3738.0,-0.3
Venezuela,South America,2021,111813.0,98454.0,3965.0,0.005
Viet Nam,Asia,1995,20736.0,51708.0,281.0,0.095
Viet Nam,Asia,2005,57633.0,102817.0,693.0,0.075
Viet Nam,Asia,2010,147201.0,177322.0,1684.0,0.11599999999999999
Viet Nam,Asia,2015,239258.0,239258.0,2595.0,0.07
Viet Nam,Asia,2019,334365.0,314948.0,3491.0,0.07400000000000001
Viet Nam,Asia,2020,346616.0,323978.0,3586.0,0.028999999999999998
Viet Nam,Asia,2021,366138.0,332271.0,3756.0,0.026000000000000002
Yemen,Asia,1995,5935.0,21498.0,369.0,0.16699999999999998
Yemen,Asia,2005,19041.0,41586.0,893.0,0.051
Yemen,Asia,2010,30907.0,49486.0,1249.0,0.040999999999999995
Yemen,Asia,2015,24819.0,24819.0,870.0,-0.361
Yemen,Asia,2019,12980.0,18973.0,411.0,0.013999999999999999
Yemen,Asia,2020,9417.0,19201.0,292.0,0.012
Yemen,Asia,2021,9947.0,19009.0,302.0,-0.01
Zambia,Africa,1995,3807.0,6623.0,438.0,0.028999999999999998
Zambia,Africa,2005,8332.0,10687.0,720.0,0.07200000000000001
Zambia,Africa,2010,20265.0,16222.0,1469.0,0.10300000000000001
Zambia,Africa,2015,20859.0,20859.0,1284.0,0.028999999999999998
Zambia,Africa,2019,23310.0,23645.0,1268.0,0.013999999999999999
Zambia,Africa,2020,18111.0,22987.0,957.0,-0.027999999999999997
Zambia,Africa,2021,21313.0,24044.0,1095.0,0.046
Zanzibar,Africa,1995,186.0,350.0,235.0,0.035
Zanzibar,Africa,2005,438.0,682.0,408.0,0.049
Zanzibar,Africa,2010,820.0,888.0,657.0,0.043
Zanzibar,Africa,2015,1184.0,1184.0,821.0,0.062
Zanzibar,Africa,2019,1807.0,1546.0,1112.0,0.07
Zanzibar,Africa,2020,1835.0,1566.0,1098.0,0.013000000000000001
Zanzibar,Africa,2021,2080.0,1646.0,1211.0,0.051
Zimbabwe,Africa,1995,11063.0,10458.0,1006.0,0.002
Zimbabwe,Africa,2005,7189.0,8316.0,588.0,-0.040999999999999995
Zimbabwe,Africa,2010,12042.0,14100.0,938.0,0.19699999999999998
Zimbabwe,Africa,2015,19963.0,19963.0,1410.0,0.018000000000000002
Zimbabwe,Africa,2019,22595.0,20705.0,1472.0,-0.061
Zimbabwe,Africa,2020,21665.0,19608.0,1383.0,-0.053
Zimbabwe,Africa,2021,24118.0,20843.0,1508.0,0.063
